Id,Age,Genre,Education,Autre,Ethnicité,Neuroticisme,Extraversion,Ouverture,Agréabilité,Conscienciosité,Impulsivité,Recherche de sensations,Alcohol,Amphetamines,Amyl nitrite,Benzodiazepine,Caffeine,Cannabis,Chocolate,Cocaine,Crack,Ecstasy,Heroin,Ketamine,Legal highs,LSD,Methadone,Magic mushrooms,Nicotine,Semeron,Volatile substance abuse
970,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Noir,22,48,53,33,48,18.83%,11.19%,6,0,0,0,3,5,3,3,0,0,0,0,3,0,0,3,4,0,0
971,55-64,Male,Doctorat,Autre,Autre ,20,48,50,50,47,11.46%,11.62%,6,1,1,1,6,3,6,1,0,0,1,0,1,1,3,3,4,0,1
972,35-44,Female,Université,Canada,Blanc,38,40,45,39,38,10.34%,11.19%,5,1,0,0,4,6,5,4,0,4,0,3,5,5,0,4,5,0,0
973,25-34,Male,Collège ou université aucun certificat ou diplome,Canada,Blanc,40,28,50,36,48,18.83%,13.21%,6,4,0,0,6,6,4,3,0,4,0,3,4,4,0,4,6,0,0
974,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,50,31,38,44,38,16.29%,13.21%,6,0,0,2,6,4,4,4,0,4,0,3,0,3,3,3,6,0,0
975,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,20,53,54,52,46,16.29%,5.46%,6,2,0,0,6,6,5,0,0,3,0,0,3,3,0,3,6,0,0
976,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,48,40,53,35,36,11.46%,5.46%,5,0,0,0,2,6,4,0,0,3,0,0,2,3,0,0,5,0,0
977,65+,Male,Matrise,USA,Blanc,18,40,50,48,47,11.46%,11.19%,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0
978,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,30,47,51,47,42,18.83%,11.19%,0,2,0,3,6,6,6,0,0,3,0,0,6,0,4,5,0,0,0
979,35-44,Female,Matrise,UK,Blanc,30,49,37,53,39,7.85%,11.14%,5,4,2,2,6,3,6,5,0,5,0,0,2,3,0,3,6,0,0
980,45-54,Female,Collège ou université aucun certificat ou diplome,USA,Blanc,48,32,43,42,47,16.29%,11.83%,6,1,1,4,6,6,6,3,2,0,0,0,0,1,0,1,6,0,0
981,25-34,Female,Doctorat,USA,Asiatique ,42,41,51,39,40,16.29%,8.97%,4,1,2,2,5,6,6,2,1,3,0,1,2,1,1,2,3,0,1
982,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,40,39,47,38,45,18.83%,11.62%,4,0,0,4,4,6,5,5,3,3,0,0,0,3,5,3,6,0,3
983,18-24,Male,Collège ou université aucun certificat ou diplome,UK,Blanc,46,47,38,37,34,10.34%,11.14%,6,6,3,4,6,5,6,6,0,4,0,0,6,0,6,0,6,0,2
984,25-34,Female,Université,USA,Blanc,42,39,57,31,49,11.46%,11.14%,5,1,0,6,6,5,6,3,3,0,3,1,0,1,6,1,6,0,4
985,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,34,39,54,49,41,10.34%,5.46%,6,3,0,3,6,6,5,2,0,3,0,0,2,4,5,3,6,0,2
986,18-24,Male,Collège ou université aucun certificat ou diplome,Autre,Blanc,34,42,54,40,35,11.46%,11.14%,5,3,3,0,6,6,4,3,0,4,0,0,2,0,0,4,6,0,0
987,18-24,Male,Certificat ou diplome professionel,USA,Blanc,43,34,41,40,44,10.34%,11.62%,5,6,0,6,6,6,3,3,0,3,6,0,2,4,6,3,0,0,0
988,25-34,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,52,44,49,34,25,7.85%,11.14%,4,0,0,4,6,6,4,2,2,3,0,0,3,2,4,3,5,0,0
989,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,46,29,49,43,35,16.29%,11.62%,4,3,0,6,5,6,6,5,0,6,0,0,3,0,4,0,6,0,0
990,25-34,Male,Université,USA,Blanc,28,40,47,36,40,7.85%,11.14%,5,6,0,4,6,4,4,3,5,3,2,1,3,1,5,1,6,0,2
991,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,52,36,56,44,39,10.34%,11.14%,6,4,2,6,6,6,5,4,3,2,6,0,3,0,4,2,6,0,2
992,18-24,Male,Collège ou université aucun certificat ou diplome,Australie,Blanc,39,51,48,38,28,5.52%,5.46%,5,4,5,3,6,6,6,3,0,4,0,0,5,0,4,5,6,0,0
993,55-64,Male,Certificat ou diplome professionel,Autre,Blanc,28,42,50,44,42,18.83%,11.83%,3,1,0,2,6,4,5,3,0,1,1,0,0,1,0,1,6,0,1
994,25-34,Male,Université,UK,Blanc,25,45,55,56,49,18.83%,13.21%,5,2,2,2,6,5,5,3,0,3,0,2,3,3,0,3,4,0,0
995,18-24,Male,Collège ou université aucun certificat ou diplome,USA,Blanc,41,45,51,49,36,11.46%,11.14%,5,5,0,3,6,6,6,3,2,2,2,0,4,2,2,3,6,0,3
996,18-24,Male,Matrise,Autre,Blanc,28,38,44,37,41,11.46%,11.19%,5,0,0,4,4,6,5,0,0,4,0,4,4,3,0,3,6,0,0
997,18-24,Male,Matrise,UK,Blanc,28,46,43,46,47,10.34%,11.19%,5,2,2,4,5,4,4,4,0,3,0,3,3,2,0,2,5,0,5
998,25-34,Male,Matrise,UK,Blanc,47,38,52,39,48,18.83%,11.62%,6,0,2,5,6,2,6,2,0,2,0,0,3,0,0,0,3,0,0
999,25-34,Female,Doctorat,USA,Blanc,26,45,44,42,48,18.83%,11.19%,3,6,0,0,6,6,6,0,0,3,0,0,2,2,0,2,4,0,0
